06-02 12:44:10,FOCUS_START
06-02 12:44:15,FOCUS_END
06-02 12:44:15,PAUSE_START
06-02 12:44:16,PAUSE_END
06-02 12:44:16,FOCUS_START
06-02 12:44:21,FOCUS_END
06-02 12:44:21,PAUSE_START
06-02 12:44:22,PAUSE_END
06-02 12:44:22,FOCUS_START
